province,district,address,latitude,longitude
Hồ Chí Minh,Q. Bình Tân,"Điện máy Xanh 767A Đường Hương Lộ 2, Khu phố 2, P. Bình Trị Đông A",10.765999,106.605563
Hồ Chí Minh,TP. HCM (Đối diện công viên Phú Lâm,"Điện máy Xanh Số 227 Kinh Dương Vương, P. 12, Q. 6",10.745785,106.62436
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 632 - 634 Quốc Lộ 13, khu phố 4, Phường Hiệp Bình Phước",10.852056,106.72058
Hồ Chí Minh,huyện Hóc Môn,"Điện máy Xanh 109 - 109A Lê Văn Khương, xã Đông Thạnh",10.90496,106.6439
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 289A đường Liên Phường, Khu phố 6, Phường Phước Long B",10.804556,106.791917
Hồ Chí Minh,Q.06,"Điện máy Xanh 60Tân Hòa Đông, P.14",10.756551,106.63241
Hồ Chí Minh,Quận 7,"Điện máy Xanh 6G-7G Lâm Văn Bền, Phường Tân Thuận Tây",10.750667,106.716
Hồ Chí Minh,Quận 03 ,"Điện máy Xanh 542 Cách Mạng Tháng 8, Phường 11",10.785816,106.66691
Hồ Chí Minh,Q. 5,"Điện máy Xanh 558 Trần Hưng Đạo, P. 2",10.7552436,106.6807276
Hồ Chí Minh,Quận Tân Bình,"Điện máy Xanh 626 Âu Cơ, Phường 10",10.782822,106.64274
Hồ Chí Minh,Thành phố Hồ Chí Minh,"Điện máy Xanh C1/3C - C1/3E - C1/3F - C1/3G Võ Văn Vân, Ấp 3, Xã Vĩnh Lộc B, Huyện Bình Chánh",10.79481,106.576671
Hồ Chí Minh,H. Cần Giờ,"Điện máy Xanh 83 Duyên Hải, KP. Hưng Thạnh, TT. Cần Thạnh",10.415283,106.9727
Hồ Chí Minh,Quận Tân Bình,"Điện máy Xanh 169 Cộng Hoà, Phường 12",10.801731,106.647625
Hồ Chí Minh,Quận Tân Phú,"Điện máy Xanh 06 Nguyễn Sơn, Phường Phú Thọ Hoà",10.780913,106.63211
Hồ Chí Minh,Q.12,"Điện máy Xanh 787 Quốc Lộ 1A, P.Thạnh Xuân",10.861508,106.67115
Hồ Chí Minh,Thành phố Hồ Chí Minh,"Điện máy Xanh 215 Dương Thị Mười, Khu phố 4, Phường Tân Chánh Hiệp, Quận 12",10.863543,106.633237
Hồ Chí Minh,Q. Bình Tân,"Điện máy Xanh 442-444 Hồ Học Lãm, P. An Lạc",10.727332,106.60766
Hồ Chí Minh,Q. Bình Tân,"Điện máy Xanh 54-56 đường số 7, P. Bình Trị Đông B",10.75187,106.6162
Hồ Chí Minh,Quận 08,"Điện máy Xanh 1085 đường Phạm Thế Hiển, phường 05",10.742591,106.666127
Hồ Chí Minh,Huyện Bình Chánh,"Điện máy Xanh B15/7A Quốc lộ 50, Ấp 2, Xã Bình Hưng",10.717059,106.64884
Hồ Chí Minh,Huyện Bình Chánh,"Điện máy Xanh B5/19N Trần Đại Nghĩa, Ấp 2, Xã Tân Kiên",10.724785,106.59376
Hồ Chí Minh,Huyện Củ Chi,"Điện máy Xanh Số 1385 Tỉnh Lộ 7, ấp Chợ Cũ, Xã An Nhơn Tây",11.087,106.512361
Hồ Chí Minh,Q. 7,"Điện máy Xanh Số 428 Nguyễn Thị Thập, P. Tân Quy",10.739323,106.70878
Hồ Chí Minh,quận Bình Tân,"Điện máy Xanh Số 599 đường Hương Lộ 2, phường Bình Trị Đông",10.769889,106.61375
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 1363A - 1363B Tỉnh Lộ 43, Phường Bình Chiểu",10.895485,106.7188
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 832-834-836 Tỉnh Lộ 43, Phường Bình Chiểu",10.877889,106.73186
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 71 Lê Văn Việt, Phường Hiệp Phú",10.84762,106.77614
Hồ Chí Minh,Q.7,"Điện máy Xanh 677 Huỳnh Tấn Phát, P. Phú Thuận",10.737238,106.73063
Hồ Chí Minh,Quận 6,"Điện máy Xanh 416 Hậu Giang, P. 12",10.749086,106.63856
Hồ Chí Minh,quận Bình Thạnh,"Điện máy Xanh Số 230 Bạch Đằng, phường 24",10.80345,106.704866
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 542 Tỉnh lộ 43, Khu phố 5, Phường Tam Phú",10.865806,106.741399
Hồ Chí Minh,Q.Tân Phú,"Điện máy Xanh 451 Lê Trọng Tấn, P.Sơn Kỳ",10.8091053,106.6151261
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 250 Nguyễn Văn Tăng, Phường Long Thạnh Mỹ",10.841833,106.82136
Hồ Chí Minh,Quận 12,"Điện máy Xanh 102 Lê Văn Khương, Khu Phố 1, Phường Thới An",10.865142,106.64978
Hồ Chí Minh,Huyện Hóc Môn,"Điện máy Xanh 22/5 Phan Văn Hớn, ấp 7, xã Xuân Thới Thượng",10.848313,106.58988
Hồ Chí Minh,Quận 12 ,"Điện máy Xanh 322- 324 Phan Văn Hớn, Phường Tân Thới Nhất",10.834249,106.60734
Hồ Chí Minh,quận Gò Vấp,"Điện máy Xanh 880-882 Lê Đức Thọ, phường 15",10.848883,106.66654
Hồ Chí Minh,quận Gò Vấp,"Điện máy Xanh Số 330, đường Lê Văn Thọ, phường 11",10.84834,106.656786
Hồ Chí Minh,Q. 10,"Điện máy Xanh Số 03 đường 3/2, P. 11",10.777501,106.68125
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 633-633A-635 Lê Văn Việt, Ấp Cầu Xây, Phường Tân Phú",10.849389,106.8108
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 584 Kha Vạn Cân, Phường Linh Đông",10.840847,106.74425
Hồ Chí Minh,H. Bình Chánh,"Điện máy Xanh A1/9 QL 50, Ấp 2, X. Bình Hưng",10.731638,106.65586
Hồ Chí Minh,Phường Sơn Kỳ,Điện máy Xanh 153 Lê Trọng Tấn,10.806085,106.627392
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 502 Đỗ Xuân Hợp, Phường Phước Bình",10.821395,106.77211
Hồ Chí Minh,Quận Tân Phú TP,"Điện máy Xanh 46 Đường CN1 , Phường Sơn Kỳ",10.80509,106.60895
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 21 Trần Não, Khu phố 4, Phường An Khánh",10.797175,106.73153
Hồ Chí Minh,Quận 11,"Điện máy Xanh 79 Hòa Bình, Phường 03",10.766851,106.64166
Hồ Chí Minh,Quận 6,"Điện máy Xanh 236 Phạm Phú Thứ, phường 4",10.745667,106.643365
Hồ Chí Minh,Huyện Bình Chánh,"Điện máy Xanh E9/19- E9/19C,Nguyễn Hữu Trí , Khu Phố 5,Thị Trấn Tân Túc ",10.696682,106.59662
Hồ Chí Minh,Q.Tân Bình,"Điện máy Xanh 650 Trường Chinh, P.15",10.8049532,106.6354787
Hồ Chí Minh,Huyện Hóc Môn,"Điện máy Xanh 60/9 - 60/10 Nguyễn Ảnh Thủ, Ấp Trung Lân, Xã Bà Điểm",10.845985,106.600285
Hồ Chí Minh,huyện Củ Chi,Điện máy Xanh Xã Tân Thông Hội,10.96445,106.50437
Hồ Chí Minh,Quận Tân Phú,"Điện máy Xanh 265 Hòa Bình, Phường Hiệp Tân",10.773175,106.62183
Hồ Chí Minh,Quận Gò Vấp,"Điện máy Xanh 1468 - 1468A Lê Đức Thọ, Phường 13",10.858431,106.652558
Hồ Chí Minh,Thành phố Hồ Chí Minh,"Điện máy Xanh 22/3C Đỗ Văn Dậy, Ấp Tân Thới 1, Xã Tân Hiệp, Huyện Hóc Môn",10.893667,106.597911
Hồ Chí Minh,H. Củ Chi,"Điện máy Xanh 417 Tỉnh Lộ 15, X. Tân Thạnh Đông",10.959002,106.59586
Hồ Chí Minh,H. Củ Chi,"Điện máy Xanh 417 Tỉnh Lộ 15, X. Tân Thạnh Đông",10.959002,106.59586
Hồ Chí Minh,huyện Củ Chi,"Điện máy Xanh Số 457 - 459 đường Tỉnh Lộ 7, xã Trung Lập Thượng",11.0475081,106.4551168
Hồ Chí Minh,Quận 1,"Điện máy Xanh Số 130 Trần Quang Khải, P. Tân Định",10.79219,106.691739
Hồ Chí Minh,Q. Gò Vấp,"Điện máy Xanh 362A Nguyễn Văn Nghi (Địa chỉ cũ: 199 Nguyễn Thái Sơn, kế bên PNJ), P.7",10.824477,106.68653
Hồ Chí Minh,Q.Bình Tân,"Điện máy Xanh 953 Tỉnh Lộ 10, Khu Phố 8, P. Tân Tạo",10.754576,106.60429
Hồ Chí Minh,Quận Bình Tân,"Điện máy Xanh 106-106A-106B-106C Nguyễn Thị Tú, Khu phố 1, Phường Bình Hưng Hòa B",10.816446,106.60015
Hồ Chí Minh,Q. Bình Tân,"Điện máy Xanh 314 Hồ Học Lãm, P. An Lạc",10.722848,106.61073
Hồ Chí Minh,H. Bình Chánh,"Điện máy Xanh D24/46, Ấp 4, X. Hưng Long ",10.65904,106.6067
Hồ Chí Minh,Q. Bình Tân,"Điện máy Xanh 18 Tây Lân, Kp. 7, P. Bình Trị Đông A",10.770627,106.59073
Hồ Chí Minh,Quận Bình Thạnh,"Điện máy Xanh 237 Nơ Trang Long, Phường 11",10.817292,106.697722
Hồ Chí Minh,Q. Bình Tân,"Điện máy Xanh 18 Tây Lân, Kp. 7, P. Bình Trị Đông A",10.770627,106.59073
Hồ Chí Minh,Thành phố Thủ Đức,"Điện máy Xanh 1241 Nguyễn Duy Trinh, ấp Phước Lai, Phường Long Trường",10.803694,106.8143
Hồ Chí Minh,Q. 7,"853 Huỳnh Tấn Phát, P. Phú Thuận",10.731998,106.73175
Hồ Chí Minh,Q. 05,"708 Nguyễn Trãi, P. 11",10.7530499,106.6613393
Hồ Chí Minh,Quận 10,"228 - 228A - 230 Đường 3/2, Phường 12",10.773899,106.677764
Hồ Chí Minh,Quận 1,"145 Nguyễn Thị Minh Khai, Phạm Ngũ Lão",10.771096,106.68728
Hồ Chí Minh,Q.4,163-165 Khánh Hội,10.756775,106.700584
Hồ Chí Minh,Q.Tân Bình,"310 Trường Chinh, P.13",10.7981188,106.6437507
Hồ Chí Minh,Phường Tân Thuận Đông ,509 Huỳnh Tấn Phát ,10.744495,106.72954
Hồ Chí Minh,Quận 7,"158 Phạm Hữu Lầu, Phường Phú Mỹ",10.7047169,106.7312094
Hồ Chí Minh,Quận 7,"158 Phạm Hữu Lầu, Phường Phú Mỹ",10.7047169,106.7312094
Hồ Chí Minh,Tp HCM,"41 - 43 Trường Chinh, P. Tân Thới Nhất, Q12",10.827082,106.62512
Hồ Chí Minh,Quận 12,"Số 108 Lê Văn Khương , Khu Phố 1, Phường Thới An ",10.865115,106.649742
Hồ Chí Minh,Q.08,"288/1-288/3 Dương Bá Trạc, P.02",10.744733,106.68905
Hồ Chí Minh,Q. 08,"733 Hưng Phú, P. 09 ",10.745905,106.6673
Hồ Chí Minh,TP. HCM (ngay ngã 4 Hương Lộ 2 - Mã Lò,"736 Hương Lộ 2, P. Bình Trị Đông A, Q. Bình Tân",10.765607,106.60403
Hồ Chí Minh,Quận Bình Tân,"1024 Hương Lộ 2, KP 6, P.Bình Trị Đông A",10.769941,106.59183
Hồ Chí Minh,huyện Củ Chi,"Số 126/5E, khu phố 5, thị trấn Củ Chi",10.970401,106.48259
Hồ Chí Minh,Q. Gò Vấp,"1A Nguyễn Kiệm, P.3",10.8144114,106.6785979
Hồ Chí Minh,Q. Thủ Đức,"628-628A Kha Vạn Cân, Khu phố 8, P. Linh Đông",10.841624,106.74691
Hồ Chí Minh,Q. Thủ Đức,"628-628A Kha Vạn Cân, Khu phố 8, P. Linh Đông",10.841624,106.74691
Hồ Chí Minh,huyện Củ Chi,"1014 Tỉnh lộ 8, ấp 12, xã Tân Thạnh Đông",10.98325,106.57652
Hồ Chí Minh,Q.11,"482 Hồng Bàng, P.16",10.7537996,106.6479027
Hồ Chí Minh,Q. Bình Tân,"1302-1304-1306 Tỉnh Lộ 10, KP.5, P.Tân Tạo",10.756292,106.59267
Hồ Chí Minh,H.Bình Chánh,"Ấp 1, Nguyễn Cửu Phú, Xã Tân Kiên",10.729458,106.581182
Hồ Chí Minh,Quận Thủ Đức,"129-131 Quốc Lộ 1K, Khu phố 5, Phường Linh Xuân",10.881194,106.7684
Hồ Chí Minh,Q. Bình Tân ,"269 Tân Hòa Đông, P. Bình Trị Đông",10.760119,106.62455
Hồ Chí Minh,Huyện Củ Chi ,"01 Lê Minh Nhựt, Ấp Tiền, Xã Tân Thông Hội",10.947375,106.52367
Hồ Chí Minh,Q.Gò Vấp,"692, Quang Trung, P.8",10.83661,106.65814
Hồ Chí Minh,Q.9,"159 –161 Lê Văn Việt, P.Hiệp Phú",10.8458086,106.7791378
Hồ Chí Minh,Quận 11,"469 Lê Đại Hành , Phường 11",10.768722,106.652
Hồ Chí Minh,Q. Bình Thạnh,"26 Phan Đăng Lưu, P.6",10.8035528,106.6893891
Hồ Chí Minh,Quận 2,"198 Trần Não, Ấp Bình Khánh 2, P. Bình An",10.790221,106.72995
Hồ Chí Minh,H. Hóc Môn,"4/19 Ấp Nam Thới, X. Thới Tam Thôn",10.889495,106.595529
Hồ Chí Minh,Q.05,"532-534 Trần Hưng Đạo, P.02",10.755458,106.6813
Hồ Chí Minh,Q.12,"30/1 Hà Huy Giáp, Khu Phố 2, P.Thạnh Lộc",10.892777,106.68764
Hồ Chí Minh,Q.Tân Phú,"104 Hòa Bình, P.Phú Trung",10.769685,106.63567
Hồ Chí Minh,Q. Tân Bình,"670 Âu Cơ, P.10",10.785939,106.641663
Hồ Chí Minh,H.Bình Chánh,"A11/1 Ấp 2, Xã Bình Hưng",10.726794,106.65571
Hồ Chí Minh,H. Củ Chi,"49 Tỉnh Lộ 8, Khu phố 1, TT. Củ Chi",10.970597,106.48999
Hồ Chí Minh,H.Bình Chánh,"A11/1 Ấp 2, Xã Bình Hưng",10.726794,106.65571
Hồ Chí Minh,Q. Tân Phú,"414-416 Bình Long, P. Tân Quý",10.788347,106.61749
Hồ Chí Minh,Q. Bình Thạnh,134 Đinh Bộ Lĩnh P. 26,10.809152,106.70934
Hồ Chí Minh,quận 6,"704 Hậu Giang, phường 12",10.747679,106.63301
Hồ Chí Minh,Q.Phú Nhuận,"153B Phan Đăng Lưu, P.02",10.8018,106.68317
Hồ Chí Minh,H. Bình Chánh,"D1/9/40 - D2/40A ấp 4, xã Hưng Long",10.658602,106.60766
Hồ Chí Minh,H. Bình Chánh,"A4/15 Ấp 1, xã Lê Minh Xuân",10.78895,106.5154
Hồ Chí Minh,Q. Bình Thạnh,"Số 820 Xô Viết Nghệ Tĩnh, P.25",10.812564,106.71571
Hồ Chí Minh,Quận 10,"678-680 Đường 3/2, Phường 14",10.764254,106.66044
Hồ Chí Minh,H.Hóc Môn,"221 Đặng Thúc Vịnh, Ấp 7 , X. Đông Thạnh",10.905925,106.63945
Hồ Chí Minh,quận 6,"704 Hậu Giang, phường 12",10.747679,106.63301
Hồ Chí Minh,Q. Tân Phú,"414-416 Bình Long, P. Tân Quý",10.788347,106.61749
Hồ Chí Minh,Q.Phú Nhuận,"153B Phan Đăng Lưu, P.02",10.8018,106.68317
Hồ Chí Minh,Q. 06,"Số A15 Cư Xá Phú Lâm, đường Bà Hom, P. 13",10.754919,106.62946
Hồ Chí Minh,Q.12,"30/1 Hà Huy Giáp, Khu Phố 2, P.Thạnh Lộc",10.892777,106.68764
Hồ Chí Minh,quận BÌNH TÂN ,"473 Kinh Dương Vương , phường An Lạc ",10.738247,106.61537
Hồ Chí Minh,Q.Thủ Đức,"349 Quốc Lộ 13, Khu Phố 5, P.Hiệp Bình Phước",10.839445,106.71551
Hồ Chí Minh,Q. Bình Thạnh,"602/1 Điện Biên Phủ , P.22 ",10.799201,106.7178
Hồ Chí Minh,H. Củ Chi,"266 Tỉnh Lộ 15, Ấp 11, Xã Tân Thạnh Đông",10.947188,106.60611
Hồ Chí Minh,Q.Tân Phú,"171 Nguyễn Sơn, P.Phú Thạnh",10.7827,106.6269064
Hồ Chí Minh,H. Bình Chánh,"D1/1 Đinh Đức Thiện, Ấp 4, Xã Tân Quý Tây",10.6565518,106.5838126
Hồ Chí Minh,Q. Tân Phú,"105 Tân Kỳ Tân Quý, P. Tân Sơn Nhì",10.803434,106.63312
Hồ Chí Minh,Huyện Bình Chánh,"D7/23, ấp 4, Nguyễn Thị Tú, Xã Vĩnh Lộc B",10.813562,106.57948
Hồ Chí Minh,Q. Gò Vấp,"Số 9 (số cũ 189) Nguyễn Oanh, P. 10",10.838122,106.67532
Hồ Chí Minh,Q. Thủ Đức,"267D-267E Tô Ngọc Vân, P. Linh Đông",10.85764,106.74924
Hồ Chí Minh,Q.Thủ Đức,"744A Tỉnh Lộ 43, P. Bình Chiểu",10.8722189,106.7331058
Hồ Chí Minh,Q. 4,"179 Tôn Đản, P. 15",10.757834,106.70659
Hồ Chí Minh,Quận 9,"358 Lê Văn Việt, P. Tăng Nhơn Phú B",10.844328,106.78521
Hồ Chí Minh,Q.Thủ Đức,"1208 Kha Vạn Cân, Khu phố 2, P.Linh Trung",10.861176,106.76118
Hồ Chí Minh,Quận 2,"190B Nguyễn Thị Định, P.An Phú",10.790372,106.75404
Hồ Chí Minh,Quận 2,"543 Nguyễn Thị Định, Phường Cát Lái",10.776719,106.76563
Hồ Chí Minh,Q. Tân Phú,"138B Gò Dầu, P. Tân Quý",10.796075,106.62364
Hồ Chí Minh,huyện Nhà Bè,"Số 891 Nguyễn Văn Tạo, ấp 1, xã Hiệp Phước",10.63286,106.735727
Hồ Chí Minh,Q.1,"136 Nguyễn Thái Học, P.Phạm Ngũ Lão",10.769193,106.69471
Hồ Chí Minh,H. Bình Chánh,"E3/6 Nguyễn Hữu Trí, Ấp 5, TT Tân Túc",10.6941063,106.5839742
Hồ Chí Minh,TP. HCM (trên đường Nguyễn Ảnh Thủ,"1/1A Vạn Hạnh, X. Trung Chánh, H. Hóc Môn",10.864475,106.613103
Hồ Chí Minh,Q. 9,"1316-1318 Nguyễn Duy Trinh, P. Long Trường",10.804685,106.81615
Hồ Chí Minh,Q.12,"365 Phan Văn Hớn, P.Tân Thới Nhất",10.8342333,106.6073262
Hồ Chí Minh,Quận Bình Thạnh,"200 Đường D2 , Phường 25",10.807417,106.71639
Hồ Chí Minh,Q. Bình Tân,"739 Lê Trọng Tấn, KP2, P. Bình Hưng Hòa",10.81566,106.60292
Hồ Chí Minh,Q. 12 ,"Số 354 Lê Văn Khương, khu phố 2 , P. Thới An",10.876476,106.64907
Hồ Chí Minh,Q. 10,"Số 458 đường Nguyễn Tri Phương, P. 09",10.767685,106.666972
Hồ Chí Minh,Q. Bình Thạnh,"125 Nguyễn Xí, P. 26",10.80265,106.69667
Hồ Chí Minh,Q. Bình Tân,"Số 361 đường Tên Lửa, P. Bình Trị Đông",10.73711,106.614621
Hồ Chí Minh,H.Bình Chánh,"C5/20 Phạm Hùng, Ấp 4A, Xã Bình Hưng",10.7337115,106.6735527
Hồ Chí Minh,H.Bình Chánh,"B6/192 Ấp 2, xã Phong Phú",10.691109,106.65498
Hồ Chí Minh,Q. Bình Tân,"566 Hương lộ 2, khu phố 6, P. Bình Trị Đông",10.769876,106.61329
Hồ Chí Minh,Q. Tân Phú,"159 Thạch Lam, P. Hiệp Tân",10.777445,106.62864
Hồ Chí Minh,Q. Tân Phú,"239-241 Tân Hương, P. Tân Quý",10.790002,106.62207
Hồ Chí Minh,Q.Bình Tân,"1615 Tỉnh Lộ 10, Khu phố 5, P.Tân Tạo A",10.758381,106.57965
Hồ Chí Minh,Q. Thủ Đức,"168 Hiệp Bình, P. Hiệp Bình Chánh",10.844315,106.7304
Hồ Chí Minh,Q.Bình Tân,"1615 Tỉnh Lộ 10, Khu phố 5, P.Tân Tạo A",10.758381,106.57965
Hồ Chí Minh,Quận 06,"346 Phạm Văn Chí, P.04",10.743818,106.64451
Hồ Chí Minh,Q.11,"281K Lãnh Binh Thăng, P.8",10.763692,106.64922
Hồ Chí Minh,Q.Gò Vấp,"688 Lê Đức Thọ, P.15",10.8463513,106.6708088
Hồ Chí Minh,Q.6,"1077 Hậu Giang, P.11",10.74503,106.62406
Hồ Chí Minh,Quận 2,"374 - 376 Nguyễn Duy Trinh, P. Bình Trưng Đông",10.788391,106.76927
Hồ Chí Minh,Q. 2,"27 Quốc Hương, KP 4, P. Thảo Điền",10.803285,106.7319
Hồ Chí Minh,Q.Bình Tân,"1036 Tân Kỳ -Tân Quý, P. Bình Hưng Hòa",10.7896981,106.5960824
Hồ Chí Minh,Q.Tân Bình,"759 Cách MạngTháng 8, P.6",10.78786,106.662656
Hồ Chí Minh,Q.Tân Bình,"848 Lạc Long Quân,P.8",10.77958,106.650004
Hồ Chí Minh,H. Củ Chi,"Số 1742 Tỉnh lộ 8, xã Hòa Phú",10.979116,106.61618
Hồ Chí Minh,Quận 1,"2Bis Nguyễn Thị Minh Khai, Phường Đa Kao",10.789972,106.70475
Hồ Chí Minh,Huyện Củ Chi ,"135 Quốc lộ 22, Tổ 16, Ấp Giữa, Xã Tân Phú Trung",10.934025,106.55058
Hồ Chí Minh,Q.Tân Phú,"455 Tân Kỳ Tân Quý, P.Tân Quý",10.799443,106.61959
Hồ Chí Minh,Q.Bình Tân,"229 Nguyễn Thị Tú, P.Bình Hưng Hòa B",10.8155706,106.5939957
Hồ Chí Minh,Quận Gò Vấp,"57 Quang Trung, Phường 10",10.827278,106.67725
Hồ Chí Minh,Quận 7,"468 Nguyễn Thị Thập, Phường Tân Quy",10.739442,106.70677
Hồ Chí Minh,H. Cần Giờ,"01CK Đào Cử, TT. Cần Thạnh",10.412176,106.96796
Hồ Chí Minh,Q. 8,"1680 Phạm Thế Hiển, P. 6",10.739514,106.65355
Hồ Chí Minh,Q.1,"128 Trần Quang Khải, P. Tân Định",10.792042,106.69182
Hồ Chí Minh,Q. Gò Vấp,"Số 620-622-624-626-628 Nguyễn Oanh, P. 6",10.849716,106.67856
Hồ Chí Minh,Q.Bình Thạnh,"307B Lê Quang Định, P.07",10.81081,106.69136
Hồ Chí Minh,Quận 11,"1273 Đường 3/2, Phường 6",10.759143,106.65147
Hồ Chí Minh,Q. Tân Bình,"292 Âu Cơ, P. 09",10.7747,106.64834
Hồ Chí Minh,Q.08 ,"651 Phạm Thế Hiển, P.04",10.745278,106.67655
Hồ Chí Minh,Q. Thủ Đức,"838 Quốc Lộ 13, P. Hiệp Bình Phước",10.865018,106.72448
Hồ Chí Minh,Q.Bình Thạnh,"233 Nơ Trang Long, P.11",10.8170407,106.6976953
Hồ Chí Minh,Q.Tân Bình,"359B Lê Văn Sỹ, P.1",10.796641,106.664918
Hồ Chí Minh,Q. 12,"340 Tô Ký, P. Tân Chánh Hiệp",10.863156,106.654748
Hồ Chí Minh,Q. 1,"55A Trần Quang Khải, P. Tân Định",10.780632,106.698907
Hồ Chí Minh,Quận 08,"328-328A Chánh Hưng( Phạm Hùng ) , Phường 5 ",10.738617,106.66982
Hồ Chí Minh,Huyện Bình Chánh,E6/8 Thới Hòa Xã Vĩnh Lộc A,10.82897,106.58336
Hồ Chí Minh,Q. Bình Thạnh,"Số 316B Phan Văn Trị, P.11",10.817349,106.69541
Hồ Chí Minh,Q. Bình Tân,"287 Lê Văn Quới, P. Bình Trị Đông",10.7761866,106.6126585
Hồ Chí Minh,Q. Phú Nhuận,"Số 75-77 Lê Văn Sỹ, P. 13",10.791766,106.67192
Hồ Chí Minh,Q.12,"2044 Quốc Lộ 1A, P.Tân Thới hiệp ",10.856418,106.63958
Hồ Chí Minh,Thành phố Hồ Chí Minh,"12-14 Võ Văn Ngân, Phường Trường Thọ, Thành phố Thủ Đức",10.8510621,106.7561205
Hồ Chí Minh,Q.9,"246 Đỗ Xuân Hợp, P.Phước Long A",10.824586,106.7691064
Hồ Chí Minh,Q.Thủ Đức,"154 Tô Ngọc Vân, P.Linh Tây",10.853694,106.75126
Hồ Chí Minh,Q. Gò Vấp,"Số 154 - 156 Lê Văn Thọ, P. 11",10.841499,106.65725
Hồ Chí Minh,Quận 6,"3 Kinh Dương Vương, Phường 12",10.753478,106.63421
Hồ Chí Minh,Q.7,"311 Huỳnh Tấn Phát, P.Tân Thuận Đông",10.751576,106.72861
Hồ Chí Minh,Q.Tân Bình,"Số 109-111 Bàu Cát, P.14",10.792713,106.64238
Hồ Chí Minh,Quận Tân Bình,"270B Lý Thường Kiệt, Phường 06",10.77839,106.65617
Hồ Chí Minh,Quận 3,"191 Điện Biên Phủ, Phường 06",10.786225,106.69371
Hồ Chí Minh,Q.05,"174 - 176 Hải Thượng Lãn Ông, P.10",10.750717,106.65971
Hồ Chí Minh,Q.12 ,"260-262-264 Nguyễn Ảnh Thủ, Khu phố 2, P.Hiệp Thành",10.877316,106.64115
Hồ Chí Minh,Q.3,182 A Nguyễn Thị Minh Khai,10.7758994,106.6914538
Hồ Chí Minh,Q. Gò Vấp,"259 Phan Huy Ích, P. 14",10.836088,106.63559
Hồ Chí Minh,Q. 12,"55A Nguyễn Ảnh Thủ, P. Trung Mỹ Tây",10.856169,106.60795
Hồ Chí Minh,Q.5,"176 Nguyễn Tri Phương,P.9",10.7597285,106.6689742
Hồ Chí Minh,Q7,"7 - 9 Tân Mỹ - Khu Phố 2, Phường Tân Phú",10.738016,106.71848
Hồ Chí Minh,Q. Gò Vấp,"259 Phan Huy Ích, P. 14",10.836088,106.63559
Hồ Chí Minh,TP. HCM (ngã 3 QL.22 - Lê Thị Hà,"57/3 Quốc Lộ 22, X. Xuân Thới Đông, H. Hóc Môn",10.870146,106.59649
Hồ Chí Minh,Q12,"222 Trường Chinh, P.Tân Hưng Thuận",10.8310878,106.6229743
Hồ Chí Minh,Q.10,"304 Tô Hiến Thành, P.15",10.776607,106.66362
Hồ Chí Minh,H.Bình Chánh,"Số D13/40 Ấp 4, Xã Vĩnh Lộc A",10.832601,106.5703
Hồ Chí Minh,Q.8,"319-321 Liên Tỉnh 5, P.5",10.734257,106.6563249
Hồ Chí Minh,Q. 9,"Số 203 Lã Xuân Oai, KP.04, P. Tăng Nhơn Phú A",10.840001,106.79643
Hồ Chí Minh,H. Củ Chi,"97 Tỉnh lộ 15, X. Phú Hòa Đông",11.02226,106.56392
Hồ Chí Minh,Q.Tân Bình,"330 Cộng Hòa, P.13",10.80215,106.645795
Điện Biên,H. Mường Ảng,"Điện máy Xanh Tổ dân phố 7, TT. Mường Ảng",21.519869,103.22281
Điện Biên,huyện Mường Nhé,Điện máy Xanh Trung tâm huyện Mường Nhé,22.1914839,102.4609651
Điện Biên,Tỉnh Điện Biên (Đối diện ngã 3 Mường Nhé,"Điện máy Xanh Tổ 11 Thị Trấn Mường Chà, Huyện Mường Chà",21.762416,103.09149
Điện Biên,Huyện Tủa Chùa,"Điện máy Xanh Tổ dân phố Đồng Tâm, Thị trấn Tủa Chùa",21.856478,103.341109
Điện Biên,H. Tuần Giáo,"Điện máy Xanh Ngã 3 Tuần Giáo, Khối Tân Thủy, TT. Tuần Giáo",21.588993,103.42144
Điện Biên,huyện Điện Biên,"Điện máy Xanh Địa chỉ đội 24, xã Noong Hẹt",21.317551,103.010638
Điện Biên,TP. Điện Biên Phủ,"Điện máy Xanh Đường Trần Đăng Ninh, tổ dân phố 6, P. Tân Thanh",21.392529,103.01464
Điện Biên,Tỉnh Điện Biên,"Khối Tân Thủy, Thị trấn Tuần Giáo, Huyện Tuần Giáo",21.5899057,103.4219493
Điện Biên,H. Mường Chà,"Tổ dân phố 5, TT. Mường Chà",21.758943,103.09359
Điện Biên,TP.Điện Biên Phủ,"583 Tổ Dân Phố 10, P.Tân Thanh",21.3972589,103.0207086
