id,address,district,province,longitude,latitude,zipcode
425,"Điện máy Xanh Bản 8 ( Nay là thôn Tát Diêu), Xã Khánh Hòa",huyện Lục Yên,Yên Bái,104.767636,22.110491,33000
426,"Điện máy Xanh Bản Vạn 1, Xã Bế Triều, Huyện Hòa An",Tỉnh Cao Bằng,Cao Bằng,106.15575,22.733117,21000
427,"Điện máy Xanh Cách Mạng Tháng 8, KP. Thạnh Lợi, P. An Thạnh",TP. Thuận An,Bình Dương,106.68775,10.947374,75000
428,Điện máy Xanh Cát Tiến,huyện Phù Cát,Bình Định,109.053653,14.004622,55000
429,"Điện máy Xanh Chợ Sơn, xã Việt Đoàn",huyện Tiên Du,Bắc Ninh,106.03702,21.11168,16000
430,"Điện máy Xanh Cụm 11, xã Tân Hội",H. Đan Phượng,Hà Nội,105.70542,21.095078,10000
431,"Điện máy Xanh Cụm 11, xã Tân Hội",H. Đan Phượng,Hà Nội,105.70542,21.095078,10000
432,"Điện máy Xanh Cụm 2, xã Thọ Xuân",huyện Đan Phượng,Hà Nội,105.646615,21.121256,10000
433,"Điện máy Xanh Cụm 5, xã Vân Phúc",H. Phúc Thọ,Hà Nội,105.59444,21.148284,10000
434,"Điện máy Xanh Cụm 9, X. Hồng Hà, H. Đan Phượng",TP. Hà Nội (ngã 3 Đê - Hồng Hà,Hà Nội,105.6794,21.127994,10000
435,"Điện máy Xanh Cụm 9, Xóm Trung Phú, Xã Phụng Thượng",Huyện Phúc Thọ,Hà Nội,105.545681,21.104245,10000
436,"Điện máy Xanh Địa chỉ đội 24, xã Noong Hẹt",huyện Điện Biên,Điện Biên,103.010638,21.317551,32000
437,"Điện máy Xanh Đội 10, xã Tân Phú",H. Tân Sơn,Phú Thọ,105.01643,21.218465,35000
438,"Điện máy Xanh Đội 6, Thôn Đông, Xã Cổ Dũng, Huyện Kim Thành",Tỉnh Hải Dương,Hải Dương,106.511064,20.965431,3000
439,"Điện máy Xanh Đội 7, Thôn 2, xã Quảng Bị",H. Chương Mỹ,Hà Nội,105.70034,20.863196,10000
440,"Điện máy Xanh ĐT 954, Ấp Phú Xương, TT. Chợ Vàm",H. Phú Tân,An Giang,105.34455,10.713943,90000
441,"Điện máy Xanh Đường 280 Thị Trấn Thứa, Thị Trấn Thứa",H. Lương Tài,Bắc Ninh,106.2006,21.018394,16000
442,"Điện máy Xanh Đường 328, Thửa số 761, tờ bản đồ số 71, ấp 2 Đông, xã Bàu Lâm",huyện Xuyên Mộc,Bà Rịa - Vũng Tàu,107.3885231,10.6937971,78000
443,"Điện máy Xanh Đường 673, thửa đất số 1619, tờ bản đồ số 02, khu phố Định Tố, Thị Trấn Vĩnh Thạnh",huyện Vĩnh Thạnh,Bình Định,108.78395,14.10101,55000
444,"Điện máy Xanh Đường 70, X. Tân Triều, H. Thanh Trì",TP. Hà Nội (gần ngã ba Xa La,Hà Nội,105.79449,20.964337,10000
445,"Điện máy Xanh Đường 882, Ấp Phước Khánh , Xã Phước Mỹ Trung",H. Mỏ Cày Bắc,Bến Tre,106.27346,10.1885,86000
446,"Điện máy Xanh Đường 885, Ấp Tân Bình, X. Tân Thuỷ",H. Ba Tri,Bến Tre,106.62085,10.008795,86000
447,"Điện máy Xanh Đường DH411, Khu phố 2, Thị trấn Tân Thành",Huyện Bắc Tân Uyên,Bình Dương,106.844007,11.149222,75000
448,"Điện máy Xanh Đường ĐH704, ấp Hòa Cường, Xã Minh Hòa",Huyện Dầu Tiếng,Bình Dương,106.48402,11.446194,75000
449,"Điện máy Xanh Đường ĐT 328, Xã Hòa Bình",Huyện Xuyên Mộc,Bà Rịa - Vũng Tàu,107.372236,10.626754,78000
450,"Điện máy Xanh Đường ĐT 722, Thôn 1, Xã Rô Men, Huyện Đam Rông",Tỉnh Lâm Đồng,Lâm Đồng,108.145231,12.118889,66000
451,"Điện máy Xanh Đường DT 724, Thôn Tân Trung, Xã Tân Hội",Huyện Đức Trọng,Lâm Đồng,108.28979,11.71401,66000
452,"Điện máy Xanh Đường ĐT 757, Ấp Thanh Sơn, Xã Thanh An",Huyện Hớn Quản,Bình Phước,106.724086,11.7383778,67000
453,"Điện máy Xanh Đường ĐT 760, Xã Bom Bo",Huyện Bù Đăng,Bình Phước,107.186639,11.913139,67000
454,"Điện máy Xanh Đường ĐT 763, Tổ Dân Phố 01, Thị Trấn Ia Ly, Huyện Chư Păh",Tỉnh Gia Lai,Gia Lai,107.837389,14.205528,61000
455,"Điện máy Xanh Đường DT 833, Ấp Bà Mía, Xã Mỹ Lạc, Huyện Thủ Thừa",Tỉnh Long An,Long An,106.3134769,10.6413217,82000
456,"Điện máy Xanh Đường DT624, xã Hành Thiện",huyện Nghĩa Hành,Quảng Ngãi,108.777194,15.05279,53000
457,"Điện máy Xanh Đường DT742, tổ 1, ấp Phú Trung, phường Phú Chánh",thị xã Tân Uyên,Bình Dương,106.697528,11.070083,75000
458,"Điện máy Xanh Đường ĐT744, tổ 4, Ấp Chợ, Xã Thanh Tuyền",Huyện Dầu Tiếng,Bình Dương,106.448142,11.160963,75000
459,"Điện máy Xanh Đường Giáp Văn Cương, Phố Thanh Xuân, TT. Đồi Ngô",H. Lục Nam,Bắc Giang,106.3810363,21.301464,26000
460,"Điện máy Xanh Đường Hạnh Phúc, thị trấn Mèo Vạc",huyện Mèo Vạc,Hà Giang,105.410731,23.16325,20000
461,"Điện máy Xanh Đường Hùng Vương, Khối 8, thị trấn Đăk Tô",huyện Đăk Tô,Kon Tum,107.844045,14.646464,60000
462,"Điện máy Xanh Đường Hùng Vương, tổ 5, khu vực 7, P.Trần Quang Diệu",TP. Quy Nhơn,Bình Định,109.14943,13.793085,55000
463,"Điện máy Xanh Đường Hương Lộ 5, tổ 6, ấp Phước Thuận, X. Phước Tỉnh",H. Long Điền,Bà Rịa - Vũng Tàu,107.18902,10.406488,78000
464,"Điện máy Xanh Đường Lê Duẩn, TT. Liên Hương",H. Tuy Phong,Bình Thuận,108.72807,11.225558,77000
465,"Điện máy Xanh Đường Lộc An - Láng Dài, Ấp An Hòa, Xã Lộc An, Huyện Đất Đỏ",Tỉnh Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,107.270413,10.48959,78000
466,"Điện máy Xanh Đường Long Hậu, Khu dân cư Long Hậu, Ấp 3, Xã Long Hậu",Huyện Cần Giuộc,Long An,106.729861,10.631024,82000
467,"Điện máy Xanh Đường Mê Pu, xã Mê Pu",huyện Đức Linh,Bình Thuận,107.566403,11.187873,77000
468,"Điện máy Xanh Đường Mỹ Xuân – Ngãi Giao, Ấp 3, Xã Sông Xoài",Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,107.055002,10.59721,78000
469,"Điện máy Xanh Đường NE8, Khu đô thị Mỹ Phước 3, Khu 3B, Phường Thới Hòa",Thị xã Bến Cát,Bình Dương,106.63716,11.097512,75000
470,"Điện máy Xanh Đường Nguyễn Hoàng, TT. Hà Lam",H. Thăng Bình,Quảng Nam,108.35875,15.742566,51000
471,"Điện máy Xanh Đường Nguyễn Huệ, Ấp Bắc Sơn, TT. Núi Sập",H. Thoại Sơn,An Giang,105.26688,10.267361,90000
472,"Điện máy Xanh Đường Nguyễn Huệ, tổ 3, thị trấn Kông Chro",huyện Kông Chro,Gia Lai,108.524573,13.777088,61000
473,"Điện máy Xanh Đường Nguyễn Tất Thành, TT. Ái Nghĩa",H. Đại Lộc,Quảng Nam,108.11152,15.882951,51000
474,"Điện máy Xanh Đường Nguyễn Văn Tiết, khu phố Bình Hòa, phường Lái Thiêu",thành phố Thuận An,Bình Dương,106.704149,10.911357,75000
475,"Điện máy Xanh Đường Phan Bội Châu, Phường Tân Thạnh",Thành phố Tam Kỳ,Quảng Nam,108.48179,15.573799,51000
476,"Điện máy Xanh Đường QL 13, Khu phố Tây, Phường Vĩnh Phú, Thành Phố Thuận An",Tỉnh Bình Dương,Bình Dương,106.699701,10.877112,75000
477,"Điện máy Xanh Đường QL3, Tổ 4, Phường Đề Thám",thành phố Cao Bằng,Cao Bằng,106.258046,22.664012,21000
478,"Điện máy Xanh Đường QL37B, Thôn Điện Biên, Xã Bình Thanh",Huyện Kiến Xương,Thái Bình,106.441377,20.322273,6000
479,"Điện máy Xanh Đường QL39A, Thôn Tân Việt, Trưng Trắc A, xã Đông Á",huyện Đông Hưng,Thái Bình,106.40509,20.50957,6000
480,"Điện máy Xanh Đường QL55, xã Tân Hà",huyện Hàm Tân,Bình Thuận,107.72101,10.803542,77000
481,"Điện máy Xanh Đường Quang Trung, P.Sông Trí",T.X Kỳ Anh,Hà Tĩnh,106.28862,18.078358,45000
482,"Điện máy Xanh Đường Quang Trung, TDP 7, TT. K'Bang",H. K'Bang,Gia Lai,108.60356,14.137224,61000
483,"Điện máy Xanh Đường Quang Trung, TT. Khánh Yên",H. Văn Bàn,Lào Cai,104.25259,22.089676,31000
484,"Điện máy Xanh Đường Quốc Lộ 1 A, X. Bình Trung, H. Quốc Lộ 1A, Xã Bình Trung",Huyện Thăng Bình,Quảng Nam,108.41022,15.67278,51000
485,"Điện máy Xanh Đường Quốc Lộ 2, TDP. Tân An, TT. Tân Yên",H. Hàm Yên,Tuyên Quang,105.0329,22.058082,22000
486,"Điện máy Xanh Đường Quốc Lộ 20, Xã Hòa Ninh",Huyện Di Linh,Lâm Đồng,107.94406,11.53916,66000
487,"Điện máy Xanh Đường Quốc lộ 20C, Khu 04, Thị trấn Di Linh",Huyện Di Linh,Lâm Đồng,108.111895,11.613507,66000
488,"Điện máy Xanh Đường Quốc lộ 24B, xã Tịnh Hà",huyện Sơn Tịnh,Quảng Ngãi,108.797379,15.15779,53000
489,"Điện máy Xanh Đường Quốc lộ 27, thị trấn D'Ran",huyện Đơn Dương,Lâm Đồng,108.602,11.845556,66000
490,"Điện máy Xanh Đường Quốc Lộ 27, Thôn Trung Tâm, Xã Phi Liêng, Huyện Đam Rông",Tỉnh Lâm Đồng,Lâm Đồng,108.138363,11.93943,66000
491,"Điện máy Xanh Đường Quốc Lộ 28, xã Hàm Trí",huyện Hàm Thuận Bắc,Bình Thuận,108.130902,11.07298,77000
492,"Điện máy Xanh Đường Quốc Lộ 37, thôn Lãng Xuyên, xã Gia Tân, huyện Gia Lộc",tỉnh Hải Dương (Cây xăng vòng xuyến Gia Lộc,Hải Dương,106.296421,20.881061,3000
493,"Điện máy Xanh Đường quốc lộ 70, Khu Phố, xã Tây Cốc",H. Đoan Hùng,Phú Thọ,105.13213,21.632305,35000
494,"Điện máy Xanh Đường Quốc lộ ĐT 721, Thị trấn Phước Cát",Huyện Cát Tiên,Lâm Đồng,107.312309,11.565448,66000
495,"Điện máy Xanh Đường Sao Bọng - Đăng Hà, ấp 3, Xã Thống Nhất",Huyện Bù Đăng,Bình Phước,107.2007727,11.6624396,67000
496,"Điện máy Xanh Đường Thanh Niên, Tổ 9, P.Trung Tâm",TX. Nghĩa Lộ,Yên Bái,104.50975,21.601693,33000
497,"Điện máy Xanh Đường Tỉnh Lộ 1, thôn 15, xã Tân Hòa",huyện Buôn Đôn,Đắk Lắk,107.90043,12.80586,63000
498,"Điện máy Xanh Đường Tỉnh lộ 52, xã Hòa Long",huyện Châu Thành (Nay là TP. Bà Rịa),Bà Rịa - Vũng Tàu,107.204515,10.521181,78000
499,"Điện máy Xanh Đường Trần Đăng Ninh, tổ dân phố 6, P. Tân Thanh",TP. Điện Biên Phủ,Điện Biên,103.01464,21.392529,32000
500,"Điện máy Xanh Đường Trần Hưng Đạo, Ngã 6, Tổ 14, Phường Kim Tân",Tp Lào Cai,Lào Cai,103.976,22.481462,31000
501,"Điện máy Xanh Đường Trần Hưng Đạo, P. Mỹ Thới",TP. Long Xuyên,An Giang,105.46266,10.349667,90000
502,"Điện máy Xanh Đường Trần Hưng Đạo, Thôn 1, TT. Sa Thầy",H. Sa Thầy,Kon Tum,107.80062,14.40454,60000
503,"Điện máy Xanh Đường Trần Nhân Tông, Tổ 7, Khu 1, P.Yên Thanh",TP.Uông Bí,Quảng Ninh,106.75742,21.033755,1000
504,"Điện máy Xanh Đường Trần Phú, Khóm 2, Phường 7",TP. Bạc liêu,Bạc Liêu,105.72125,9.303639,97000
505,"Điện máy Xanh Đường Trần Phú, Khóm Long Thạnh D, P. Long Thạnh",TX. Tân Châu,An Giang,105.23769,10.795982,90000
506,"Điện máy Xanh Đường Võ Nguyên Giáp, phường Duy Tân",thành phố Kon Tum,Kon Tum,108.00957,14.3763,60000
507,"Điện máy Xanh Đường Võ Nguyên Giáp, tổ dân phố 3, thị trấn Măng Đen",huyện Kon Plong,Kon Tum,108.288585,14.603454,60000
508,"Điện máy Xanh Đường Võ Thị Sáu, Khu phố Phước Trung, Thị Trấn Phước Hải",Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,107.292434,10.427115,78000
509,"Điện máy Xanh Đường Võ Văn Kiệt, Tổ 4, khu phố Trảng Cát, phường Hắc Dịch, thị xã Phú Mỹ",tỉnh Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,107.090051,10.64039,78000
510,"Điện máy Xanh Đường Võ Văn Kiệt, tổ 7, TT. Quang Minh",H. Mê Linh,Hà Nội,105.7808,21.194417,10000
511,"Điện máy Xanh Góc đường N1–D6, Khu phố 4, Phường Mỹ Phước, Thị Xã Bến Cát",Tỉnh Bình Dương,Bình Dương,106.593509,11.151431,75000
512,"Điện máy Xanh Khối 2 (An Thái), TT Tam Quan",H. Hoài Nhơn,Bình Định,109.040029,14.540153,55000
513,"Điện máy Xanh Khối 3A Đường Nguyễn Tất Thành,Thị trấn Ea Kar",Huyện Ea Kar,Đắk Lắk,108.44909,12.81029,63000
514,"Điện máy Xanh Khối 4, Thị trấn Tây Sơn, Huyện Hương Sơn",Tỉnh Hà Tĩnh (Ngã tư Trung Tâm,Hà Tĩnh,105.300852,18.458133,45000
515,"Điện máy Xanh Khối 6, Thị Trấn Khâm Đức",Huyện Phước Sơn,Quảng Nam,107.797099,15.444151,51000
516,"Điện máy Xanh Khối 7, thị trấn Xuân An",huyện Nghi Xuân,Hà Tĩnh,105.720249,18.644119,45000
517,"Điện máy Xanh Khối Phố Tiên Bình, TT. Tiên Kỳ",H. Tiên Phước,Quảng Nam,108.30629,15.488546,51000
518,"Điện máy Xanh Khối Viêm Trung, P. Điện Ngọc",TX. Điện Bàn,Quảng Nam,108.25478,15.936128,51000
519,"Điện máy Xanh Khóm 02, Thị Trấn Châu Thành",Huyện Châu Thành,Trà Vinh,106.347378,9.871831,87000
520,"Điện máy Xanh Khóm 02, thị trấn Mỹ Long",huyện Cầu Ngang,Trà Vinh,106.506586,9.8084,87000
521,"Điện máy Xanh Khóm 02, TT. Tầm Vu",H. Châu Thành,Long An,106.46734,10.44195,82000
522,"Điện máy Xanh Khóm 06, thị trần Long Thành",huyện Duyên Hải,Trà Vinh,106.439701,9.606919,87000
523,"Điện máy Xanh Khóm 1, thị trấn Cầu Quan",huyện Tiểu Cần,Trà Vinh,106.130582,9.772369,87000
524,"Điện máy Xanh Khóm 1, TT. Chi Lăng",H. Tịnh Biên,An Giang,105.02636,10.532007,90000
525,"Điện máy Xanh Khóm 1, TT. Lai Vung",H. Lai Vung,Đồng Tháp,105.66269,10.285972,81000
526,"Điện máy Xanh Khóm Bình Thạnh 1, TT. Lấp Vò",H. Lấp Vò,Đồng Tháp,105.52446,10.362655,81000
527,"Điện máy Xanh Khóm Tân Hòa, P. An Hòa",Tp. Sa Đéc,Đồng Tháp,105.74624,10.312271,81000
528,"Điện máy Xanh Khu 02, Thị trấn Lộc Thắng",Huyện Bảo Lâm,Lâm Đồng,107.839737,11.625492,66000
529,"Điện máy Xanh Khu 06, thị trấn Cát Tiên",huyện Cát Tiên,Lâm Đồng,107.360528,11.584667,66000
530,"Điện máy Xanh Khu 11, TT. Bo",H. Kim Bôi,Hòa Bình,105.53665,20.672963,36000
531,"Điện máy Xanh Khu 11, TT. Hàng Trạm",H. Yên Thủy,Hòa Bình,105.62228,20.395425,36000
532,"Điện máy Xanh Khu 11, TT.Lập Thạch",H.Lập Thạch,Vĩnh Phúc,105.46388,21.413925,15000
533,"Điện máy Xanh Khu 15, thôn Yên Nhân, xã Tiền Phong",H. Mê Linh,Hà Nội,105.75677,21.15038,10000
534,"Điện máy Xanh Khu 2, thị trấn Chi Nê",huyện Lạc Thủy,Hòa Bình,105.77706,20.491507,36000
535,"Điện máy Xanh Khu 2, TT. Thác Bà",H. Yên Bình,Yên Bái,105.04694,21.747429,33000
536,"Điện máy Xanh Khu 2, Xã Phú Lạc",Huyện Cẩm Khê,Phú Thọ,105.14786,21.39078,35000
537,"Điện máy Xanh Khu 2, xã Trạm Thản",huyện Phù Ninh,Phú Thọ,105.313537,21.411027,35000
538,"Điện máy Xanh Khu 22, xã Hoàng Xá",huyện Thanh Thuỷ,Phú Thọ,105.281216,21.115137,35000
539,"Điện máy Xanh Khu 3, Ngã 3 Mãn Đức , TT Mường Khến",Huyện Tân Lạc,Hòa Bình,105.27742,20.620945,36000
540,"Điện máy Xanh Khu 3, thôn Đoài, Thị Trấn Yên Lạc",Huyện Yên Lạc,Vĩnh Phúc,105.574955,21.235308,15000
541,"Điện máy Xanh Khu 3, TT. An Châu, H. Sơn Động",T. Bắc Giang (Cách chợ An Châu 100 m,Bắc Giang,106.84965,21.335077,26000
542,"Điện máy Xanh Khu 4, phường Quang Hanh",thành phố Cẩm Phả,Quảng Ninh,107.21962,21.0050784,1000
543,"Điện máy Xanh Khu 4, Phường Vàng Danh, Thành phố Uông Bí",Tỉnh Quảng Ninh,Quảng Ninh,106.7968847,21.0983277,1000
544,"Điện máy Xanh Khu 5, P. Mông Dương",TP. Cẩm Phả,Quảng Ninh,107.32459,21.065952,1000
545,"Điện máy Xanh Khu 5A, Thị Trấn Than Uyên, Huyện Than Uyên",Tỉnh Lai Châu,Lai Châu,103.885024,21.952422,30000
546,"Điện máy Xanh Khu 6, thôn Thuỵ Lôi, xã Thuỵ Lâm",huyện Đông Anh,Hà Nội,105.90631,21.175943,10000
547,"Điện máy Xanh Khu 7, P. Nam Hoà",TX. Quảng Yên,Quảng Ninh,106.79692,20.930258,1000
548,"Điện máy Xanh Khu 8, Thị Trấn Thanh Ba",Huyện Thanh Ba,Phú Thọ,105.13431,21.498774,35000
549,"Điện máy Xanh Khu 8, TT. Diêm Điền",H. Thái Thụy,Thái Bình,106.56584,20.56331,6000
550,"Điện máy Xanh Khu 8, TT. Hạ Hòa",H. Hạ Hòa,Phú Thọ,105.00111,21.56117,35000
551,"Điện máy Xanh Khu Cầu Đặng, X. Bình Phú",H. Thạch Thất,Hà Nội,105.60936,21.020031,10000
552,"Điện máy Xanh Khu Chợ, Xã Hiền Ninh",Huyện Sóc Sơn,Hà Nội,105.77095,21.24763,10000
553,"Điện máy Xanh Khu Chùa Tổng, thôn Ngãi Câu, X. An Khánh",H. Hoài Đức,Hà Nội,105.7291,20.991696,10000
554,"Điện máy Xanh Khu Cộng Hòa, Thị Trấn Thanh Nê",Huyện Kiến Xương,Thái Bình,106.434386,20.389105,6000
555,"Điện máy Xanh Khu công nghiệp Đại Đồng - Hoàn Sơn, Xã Hoàn Sơn, Huyện Tiên Du",Tỉnh Bắc Ninh,Bắc Ninh,105.9896,21.109249,16000
556,"Điện máy Xanh Khu Đầm Săn, TT. Liên Quan",H. Thạch Thất,Hà Nội,105.57512,21.059155,10000
557,"Điện máy Xanh Khu dân cư 15, thôn Thạch Trụ Tây, xã Đức Lân",H. Mộ Đức,Quảng Ngãi,108.92129,14.887879,53000
558,"Điện máy Xanh Khu dân cư Bắc Thăng Long, xã Hải Bối",H. Đông Anh,Hà Nội,105.78908,21.113228,10000
559,"Điện máy Xanh Khu dân cư mới TT. Bố Hạ, phố Hòa Bình",H. Yên Thế,Bắc Giang,106.1913,21.446916,26000
560,"Điện máy Xanh Khu dân cư O - CL3 Tây Bắc, Thôn Agrong, Xã A Tiêng",Huyện Tây Giang,Quảng Nam,107.4907497,15.887484,51000
561,"Điện máy Xanh Khu dân cư Quang Thành 3B, Phường Hòa Khánh Bắc, Quận Liên Chiểu",Thành phố Đà Nẵng,Đà Nẵng,108.146475,16.081114,50000
562,"Điện máy Xanh Khu dân cư quy hoạch, thị trấn Bình Liêu",H. Bình Liêu,Quảng Ninh,107.399381,21.525249,1000
563,"Điện máy Xanh Khu đầu chợ Phượng, thôn Phượng Nghĩa, Xã Phụng Châu",Huyện Chương Mỹ ,Hà Nội,105.704747,20.921719,10000
564,"Điện máy Xanh Khu Đầu, Thị Trấn Hưng Nhân",Huyện Hưng Hà,Thái Bình,106.153202,20.620977,6000
565,"Điện máy Xanh Khu Đức Lập, TT. Đức Phong",H. Bù Đăng,Bình Phước,107.24816,11.812887,67000
566,"Điện máy Xanh Khu F4 Trung tâm Thương Mại, TT. Tam Đường",H. Tam Đường,Lai Châu,103.62452,22.32136,30000
567,"Điện máy Xanh Khu Minh Tân, Xã Minh Tân",Huyện Cẩm Khê,Phú Thọ,105.0815658,21.4708789,35000
568,"Điện máy Xanh Khu nhà ở Phù Khê, Đường Nguyễn Văn Cừ, Xã Phù Khê",Thị xã Từ Sơn,Bắc Ninh,105.93673,21.139233,16000
569,"Điện máy Xanh Khu Nhà Thờ, TT. Lộc Bình",H. Lộc Bình,Lạng Sơn,106.92256,21.759655,25000
570,"Điện máy Xanh Khu Nhân Cầu 2, TT. Hưng Hà",H. Hưng Hà,Thái Bình,106.22492,20.588605,6000
571,Điện máy Xanh Khu phố 02 thị trấn Tân Minh,huyện Hàm Tân,Bình Thuận,107.633423,10.842109,77000
572,Điện máy Xanh Khu phố 03,phường Đông Hải,Ninh Thuận,109.023533,11.548804,59000
573,"Điện máy Xanh Khu phố 03, phường Chánh Phú Hòa",thị xã Bến Cát,Bình Dương,106.670312,11.14635,75000
574,"Điện máy Xanh Khu phố 03, Thị trấn Đạ M’ri",Huyện Đạ Huoai,Lâm Đồng,107.659137,11.41077,66000
575,"Điện máy Xanh Khu phố 1, thị trấn Bình Đại",huyện Bình Đại,Bến Tre,106.69113,10.191404,86000
576,"Điện máy Xanh Khu phố 2, thị trấn Tân Nghĩa",huyện Hàm Tân,Bình Thuận,107.726381,10.823842,77000
577,"Điện máy Xanh Khu phố 2, TT. Bến Lức",H. Bến Lức,Long An,106.48506,10.643201,82000
578,"Điện máy Xanh Khu phố 2, TT. Giồng Trôm",H. Giồng Trôm,Bến Tre,106.50555,10.150815,86000
579,"Điện máy Xanh Khu phố 2, TT. Hương Canh",H. Bình Xuyên,Vĩnh Phúc,105.65011,21.272633,15000
580,"Điện máy Xanh Khu phố 5, Phường Phong Cốc, Thị xã Quảng Yên",Tỉnh Quảng Ninh,Quảng Ninh,106.804309,20.941885,1000
581,"Điện máy Xanh Khu phố 6, Thị Trấn Cổ Phúc",H. Trấn Yên,Yên Bái,104.83247,21.751389,33000
582,"Điện máy Xanh Khu phố Bình Chuẩn, P. Bình Chuẩn",TP. Thuận An,Bình Dương,106.720632,10.981154,75000
583,"Điện máy Xanh Khu phố Bình Hoà, thị trấn Tân Trụ",huyện Tân Trụ,Long An,106.5068865,10.514485,82000
584,"Điện máy Xanh Khu phố Bình Quới, P. Bình Chuẩn",TP.Thuận An,Bình Dương,106.70734,10.988083,75000
585,"Điện máy Xanh Khu phố Cửa Nhì ( Nay là tổ dây phố Trung Tâm), Xã Sơn Thịnh ( Nay là thị trấn Sơn Thịnh)",huyện Văn Chấn,Yên Bái,104.57863,21.56545,33000
586,"Điện máy Xanh Khu phố Đường Ngang, phường Minh Thành",thị xã Quảng Yên,Quảng Ninh,106.85725,21.005543,1000
587,"Điện máy Xanh Khu phố mới, Tỉnh lộ 477, TT. Me",H. Gia Viễn,Ninh Bình,105.83296,20.347621,8000
588,"Điện máy Xanh Khu phố Nội Hóa 2, phường Bình An",thị phố Dĩ An,Bình Dương,106.793391,10.902984,75000
589,"Điện máy Xanh Khu QHDC phía Đông đường Tây tỉnh, xã Nhơn Phúc",thị xã An Nhơn,Bình Định,109.0160579,13.9075001,55000
590,Điện máy Xanh Khu quy hoạch cảng cá Cà Ná mở rộng,Huyện Thuận Nam,Ninh Thuận,108.8889,11.343303,59000
591,"Điện máy Xanh Khu Tân Hưng, Thị Trấn Hưng Hóa",Huyện Tam Nông,Phú Thọ,105.291606,21.254324,35000
592,"Điện máy Xanh Khu Tân Hương, xã Hương Cần",Thanh Sơn,Phú Thọ,105.241514,21.022423,35000
593,"Điện máy Xanh Khu Tân Tiến, TT Lâm Thao",H.Lâm Thao,Phú Thọ,105.28395,21.325407,35000
594,"Điện máy Xanh Khu TM4 - Quốc lộ 1A, P. Thanh Châu",TP. Phủ Lý,Hà Nam,105.91411,20.532209,18000
595,"Điện máy Xanh Khu trung tâm 2, xã Thu Cúc",Thanh Sơn,Phú Thọ,104.90718,21.27654,35000
596,"Điện máy Xanh Khu Trung Tâm, Xã Lương Sơn",Huyện Yên Lập,Phú Thọ,104.9720924,21.4531437,35000
597,"Điện máy Xanh Khu Trung Yên, TT. Yên Thịnh",H. Yên Mô,Ninh Bình,106.00562,20.161854,8000
598,"Điện máy Xanh Khu Vĩnh Tuy 1, phường Mạo Khê",thị xã Đông Triều,Quảng Ninh,106.60723,21.053961,1000
599,"Điện máy Xanh Khu vực 1, Thị Trấn Đông Thành",Huyện Đức Huệ,Long An,106.30787,10.893667,82000
600,"Điện máy Xanh Khu vực 2, Thị Trấn Đức Hòa",Huyện Đức Hòa,Long An,106.45447,10.817014,82000
601,"Điện máy Xanh Kilomet 28, quốc lộ 6, X. Trường Yên",H. Chương Mỹ,Hà Nội,105.64295,20.918951,10000
602,"Điện máy Xanh Kiot Số 8-9-10 Nguyễn Đình Chiểu, TT. Đạ Tẻh",H. Đạ Tẻh,Lâm Đồng,107.48767,11.505143,66000
603,"Điện máy Xanh Km 38, Quốc lộ 26, Xã Ea Kuăng, Huyện Krông Pắk",Tỉnh Đắk Lắk,Đắk Lắk,108.367807,12.731291,63000
604,"Điện máy Xanh KM 40 + 500, Quốc lộ 5A, thôn Tràng Kỹ, xã Tân Trường",huyện Cẩm Giàng,Hải Dương,106.218255,20.937247,3000
605,"Điện máy Xanh Km 62, QL 26, TT. Ea Knốp",H. Eakar,Đắk Lắk,108.53845,12.806457,63000
606,"Điện máy Xanh KP Đông Chiêu, P. Tân Đông Hiệp",TP. Dĩ An,Bình Dương,106.76034,10.926944,75000
607,"Điện máy Xanh KP. 4, P. Yên Giang",TX. Quảng Yên,Quảng Ninh,106.79409,20.940249,1000
608,"Điện máy Xanh KP. Hòa Lân 2, P. Thuận Giao",TP. Thuận An,Bình Dương,106.71802,10.94834,75000
609,"Điện máy Xanh Làng Hiệp Hội, thị trấn Vân Canh",huyện Vân Canh,Bình Định,108.996236,13.631725,55000
610,"Điện máy Xanh Lô 01A trích thửa 305 và lô 01B trích thửa 305, tờ bản đồ số 02, thị tứ Tân Lập, xã Tân Lập",huyện Vũ Thư,Thái Bình,106.290358,20.434184,6000
611,"Điện máy Xanh Lô 01-B6.1 Nguyễn Tất Thành, P. Xuân Hà",Q. Thanh Khê,Đà Nẵng,108.191815,16.072426,50000
612,"Điện máy Xanh Lô A8, đường Võ Văn Kiệt, P. An Hải Đông",Q. Sơn Trà,Đà Nẵng,108.2348,16.061916,50000
613,"Điện máy Xanh Lô D3, Đường Hoàng Hoa Thám, TT.Cao Thượng",H.Tân Yên,Bắc Giang,106.12715,21.38607,26000
614,"Điện máy Xanh Lô số 263B, Tờ BDGT số 01, Tổ 4 đội 3 (nay là Thôn Việt Hoà, Xã Vân Hoà",Ba Vì,Hà Nội,105.4338763,21.0770943,10000
